"","cor","platform","seed","delta.target","metric","eps.final","Npar","time.warmup","time.total","minESS","medianESS","Nsims","minESS.coda","Rhat.min","Rhat.max","Rhat.median","efficiency","model"
"124",0,"admb.rwm",1,0.8,"diag",NA,64,NA,4.06,11.3442934175116,51.8758825279799,1000,25.5885499868282,0.999013831641266,1.27960566050432,1.01113659300114,2.79416094027379,"mvnd"
"125",0,"stan",2,0.8,"diag",0.56090253298581,64,1.22,1.526,361.235910013985,1000,1000,384.5612402744,0.999000470472267,1.00327801720183,0.999220152798421,236.720779825678,"mvnd"
"126",0,"tmb",2,0.8,"diag",0.615120987283175,64,4.34145092964172,6.21069502830505,248.117098049518,1000,1000,276.718123427,0.998999505733014,1.00393043378598,0.999169361526721,39.9499728965489,"mvnd"
"127",0,"admb",2,0.8,"diag",0.611763,64,NA,4.15000000000003,366.500905640574,510.859700221587,1000,391.946203584098,0.999000278834623,1.01246044681895,0.999978436131164,88.3134712386919,"mvnd"
"128",0,"admb.rwm",2,0.8,"diag",NA,64,NA,4.03000000000003,19.6124014764265,46.8955747942461,1000,27.2592358855954,0.99900343447978,1.18565562172986,1.0090599673984,4.86660086263682,"mvnd"
"129",0,"stan",3,0.8,"diag",0.538910418576619,64,1.296,1.592,384.675772099906,1000,1000,384.361562182065,0.998999978053427,1.00767455990642,0.9991365301411,241.630510113006,"mvnd"
"130",0,"tmb",3,0.8,"diag",0.586377039732394,64,4.11640286445618,6.16281080245972,204.031616720127,1000,1000,207.379596802804,0.998999798434415,1.00311773823082,0.999175997259185,33.1069090484967,"mvnd"
"131",0,"admb",3,0.8,"diag",0.624518,64,NA,4.22000000000003,421.263783409776,576.922301771875,1000,457.97268122281,0.998999500012885,1.00795360310755,1.0001895087566,99.8255410923633,"mvnd"
"132",0,"admb.rwm",3,0.8,"diag",NA,64,NA,4.06,18.7488677284488,49.4363167695421,1000,28.2204152401423,0.999014772255717,1.10690561503857,1.00826280648167,4.61794771636669,"mvnd"
"133",1,"stan",1,0.8,"diag",0.012330651843547,64,16.529,36.268,351.105597577712,1000,1000,358.430729226203,0.998999811230088,1.0056580242842,0.999591631919601,9.68086460730428,"mvnd"
